"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"1192","534","article","Canes, Walkers & Wheelchairs",NULL,"region9aaa"
"1193","535","article","After A Fall: 3 Things To Do",NULL,"region9aaa"
"1194","536","article","Easy Exercises To Do At Home",NULL,"region9aaa"
"1195","537","article","Preventing Bedsores",NULL,"region9aaa"
"1188","551","article","Q&A: Mobility & Fall Prevention",NULL,"coaaa"
"1189","552","article","Fall Prevention Checklist",NULL,"coaaa"
"5","5","badge","Safety & Injury Prevention",NULL,"empowerline"
"299","299","article","Bathroom Safety","Safety & Injury Prevention","empowerline"
"1123","493","video","Personal Care Q&A With Teepa Snow",NULL,"region9aaa"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","empowerline"
"373","367","story","Forgetting Us",NULL,"pgcsc"
"1116","506","article","Resistance To Showering Or Bathing",NULL,"ageoptions"
"1111","498","article","UTIs: Urinary Tract Infections",NULL,"ageoptions"
"368","362","story","Family Issues",NULL,"pgcsc"
"370","364","story","One Fall Away",NULL,"pgcsc"
"369","363","story","Getting a Diagnosis",NULL,"pgcsc"
"371","365","story","Contingency Plans",NULL,"pgcsc"
"1124","495","video","Toileting: Assisting & Cueing",NULL,"region9aaa"
"1485","737","article","6 Conversations At The End of Life",NULL,"pgcsc"
"131","131","article","Skin Care for Older Adults","Personal Care","empowerline"
"1041","451","elearn","Living Will vs. Will & POA",NULL,"pgcsc"
"1484","736","article","The End Of Life Care Journey",NULL,"pgcsc"
"1125","492","video","Showering: Encouragement & Preparation",NULL,"dayton"
"214","214","article","Introduction to Aging and Dementia","Brain Health","region9aaa"
"243","243","article","Delirium, Depression, and Apathy","Brain Health","region9aaa"
"284","284","article","Communication and Dementia","Brain Health","region9aaa"
"285","285","article","Sexuality and Dementia","Brain Health","region9aaa"
"293","293","article","Build Relationships with Reminiscence","Brain Health","region9aaa"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","region9aaa"
"318","318","article","Hallucinations and Brain Changes","Brain Health","region9aaa"
"353","353","article","Agitation and Anxiety","Brain Health","region9aaa"
"1234","591","elearn","Try It Out: Respond To Behavior Changes",NULL,"realservices"
"1059","474","article","Staying Safe",NULL,"realservices"
"1057","471","article","4 Ways To Reduce Aggression",NULL,"realservices"
"1068","464","video","Recognize & Respond to Agitation",NULL,"realservices"
"1557","854","article","Understanding Someone With Mental Illness",NULL,"demo"
"1068","464","video","Recognize & Respond to Agitation",NULL,"kaiser_demo"
"394","388","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","kaiser_demo"
"1107","501","article","Toileting: The Basics",NULL,"region9aaa"
"1608","811","elearn","Firearm safety","NEMCSA and MSU Resources","region9aaa"
"53","53","elearn","Moving & Transferring",NULL,"region9aaa"
"1557","854","article","Comprender A Alguien Con Un Trastorno Mental",NULL,"demo"
"10","10","badge","Activities & Recreation",NULL,"php"
"335","335","article","Brain Boost Exercises","Activities & Recreation","php"
"331","331","article","Relax and Unwind Together","Activities & Recreation","php"
"334","334","video","Good Morning Stretches","Activities & Recreation","php"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","php"
"1756","819","video","Webinar: Coping with Caregiver Guilt",NULL,"sjgov"
"1756","820","video","Webinar: Coping with Caregiver Guilt",NULL,"empowerline"
"2","2","badge","Brain Health",NULL,"empowerline"
"1557","820","article","Understanding Someone With Mental Illness",NULL,"sjgov"
"1087","491","article","Sensory Activity Ideas",NULL,"sjgov"
"1604","807","elearn","Is My Home ""Homefit""?","NEMCSA and MSU Resources","region9aaa"
"1607","810","elearn","COVID-19 Caregiving Resources","NEMCSA and MSU Resources","region9aaa"
"1606","809","elearn","Disaster Planning Toolkit","NEMCSA and MSU Resources","region9aaa"
"1605","808","elearn","101 Things to Do With a Person Who Has Alzheimer’s Disease","NEMCSA and MSU Resources","region9aaa"
"1616","819","elearn","Caregiver Check List","NEMCSA and MSU Resources","region9aaa"
"1614","817","elearn","Complete Care Plan","NEMCSA and MSU Resources","region9aaa"
"1611","814","elearn","Bathing Factsheet","NEMCSA and MSU Resources","region9aaa"
"1615","818","elearn","Care Consultation Brochure","NEMCSA and MSU Resources","region9aaa"
"1653","859","elearn","WANDERING","NEMCSA and MSU Resources","region9aaa"
"1652","858","elearn","Visiting a Person with Late Stage Dementia","NEMCSA and MSU Resources","region9aaa"
"1643","852","elearn","REPETITIVE QUESTIONING","NEMCSA and MSU Resources","region9aaa"
"1613","816","elearn","Best Practices for Customers with Dementia","NEMCSA and MSU Resources","region9aaa"
"1640","849","elearn","NURSING HOME EVALUATION CHECKLIST","NEMCSA and MSU Resources","region9aaa"
"1627","836","elearn","Checklist for Family Caregivers","NEMCSA and MSU Resources","region9aaa"
"1649","855","elearn","Sleeping Problems","NEMCSA and MSU Resources","region9aaa"
"1701","873","elearn","Alpena County Community Resource Guide","NEMCSA and MSU Resources","region9aaa"
"1692","864","elearn","Presque Isle County Community Resource Guide","NEMCSA and MSU Resources","region9aaa"
"1639","848","elearn","Region 9 Area Agency on Aging Dementia Support Groups","NEMCSA and MSU Resources","region9aaa"
"1621","830","elearn","DEMENTIA CONVERSATIONS","NEMCSA and MSU Resources","region9aaa"
"1363","660","article","5 Skills For Making Every Activity Easier",NULL,"wisconsin"
"371","374","story","Contingency Plans",NULL,"aacog"
"1762","871","article","Weekend Reads: Save Time and Energy",NULL,"coaaa"
"1481","769","article","Weekend Reads - How Much is Too Much?","Central Ohio Resources","coaaa"
"1117","522","article","Bathing In Bed",NULL,"aaa7"
"373","367","story","Forgetting Us",NULL,"region9aaa"
"1126","502","video","Showering: Assisting & Cueing",NULL,"kaiser_demo"
"1543","782","video","Webinar: Healing Caregiver Burnout",NULL,"aaa7"
"1557","822","article","Understanding Someone With Mental Illness",NULL,"esmv"
"983","444","article","Comentarios sexuales no deseados",NULL,"demo"
"4","4","badge","Personal Care",NULL,"aaa9"
"1506","752","video","5 Tips For A Positive Approach To Care",NULL,"hoco"
"1597","813","video","IEP Strategies",NULL,"hoco"
"1542","768","article","Find Yourself Again",NULL,"hoco"
"1547","788","article","Mental Illness In Older Adults",NULL,"hoco"
"1745","855","elearn","Try It Out: Communication Strategies Post-Stroke",NULL,"demo"
"246","246","article","Quick Tips To Improve Nutrition",NULL,"aaanm"
"1768","811","article","Dayton AAA - Resources",NULL,"dayton"
"1250","606","article","Warning Signs Of Dementia",NULL,"kaiser_demo"
"1028","444","article","4 Skills for Documents & Decision Making",NULL,"kaiser_demo"
"1761","827","elearn","Memory Matters Meetup",NULL,"aacog"
"990","412","video","Responding to Repetition",NULL,"aaa9"
"1557","828","article","Understanding Someone With Mental Illness",NULL,"newyork"
"354","354","article","Understanding Behavior Change","Brain Health","region9aaa"
"355","355","article","Verbal and Physical Aggression","Brain Health","region9aaa"
"1735","867","elearn","Care Chat: Discussing End Of Life Wishes",NULL,"demo"
"357","357","article","Wandering","Brain Health","region9aaa"
"401","395","article","Communication Changes with Teepa Snow","Brain Health","region9aaa"
"1599","809","article","Waiting For A Diagnosis",NULL,"esmv"
"1261","595","video","Stages of Grief: Dementia Care",NULL,"region9aaa"
"1274","599","video","Ask Teepa: Family History & Finding Good Care Facilities",NULL,"region9aaa"
"1533","736","article","3 Types Of Stress In Burnout",NULL,"uf"
"1746","875","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"demo"
"1747","876","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"demo"
"1743","873","elearn","Reduce Fatigue By Conserving Energy",NULL,"demo"
"1732","865","elearn","Try It Out: Fixing Communication Disconnects",NULL,"minnesota"
"1738","868","elearn","Meal Planning for Diabetes",NULL,"demo"
"1730","860","elearn","Try It Out: Supporting Someone With Depression",NULL,"demo"
"373","367","story","Forgetting Us",NULL,"lowcountry"
"371","365","story","Contingency Plans",NULL,"lowcountry"
"370","364","story","One Fall Away",NULL,"lowcountry"
"368","362","story","Family Issues",NULL,"lowcountry"
"1739","843","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"newyork"
"1743","847","elearn","Reduce Fatigue By Conserving Energy",NULL,"newyork"
"1247","598","article","Introduction To Dementia",NULL,"eldersource"
"1248","597","article","Dementia Caregiver Checklist",NULL,"eldersource"
"1260","596","video","Care Partnering vs. Caregiving For Dementia",NULL,"eldersource"
"1261","595","video","Stages of Grief: Dementia Care",NULL,"eldersource"
"1274","599","video","Ask Teepa: Family History & Finding Good Care Facilities",NULL,"eldersource"
"986","423","elearn","Trualta Companion Cards",NULL,"eldersource"
"1250","606","article","Warning Signs Of Dementia",NULL,"eldersource"
"1251","605","article","Stages Of Dementia: What To Expect",NULL,"eldersource"
"1252","604","article","Mild Cognitive Impairment",NULL,"eldersource"
"1272","600","video","What To Expect With Dementia",NULL,"eldersource"
"1264","601","video","Word Finding: Normal vs. Not Normal",NULL,"eldersource"
"1262","603","video","Scam Vulnerability With Dementia",NULL,"eldersource"
"1263","602","video","Recognizing Faces & Remembering Names",NULL,"eldersource"
"1739","836","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"psa3"
"1189","531","article","Fall Prevention Checklist",NULL,"psa3"
"54","54","elearn","Moving Techniques",NULL,"psa3"
"1255","611","article","Vascular Dementia",NULL,"heartlandhs"
"1395","696","video","Avoid Injury During Transfers",NULL,"heartlandhs"
"1747","850","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"aacog"
"1280","630","article","5 Surprising COPD Facts",NULL,"aacog"
"1595","809","video","Smoking Cessation",NULL,"aacog"
"1283","632","article","Breathing & Coughing Techniques",NULL,"aacog"
"1284","633","article","Flare-Up Signs & Triggers",NULL,"aacog"
"1551","827","article","Mindfulness For Mental Health",NULL,"minnesota"
"1262","609","video","Scam Vulnerability With Dementia",NULL,"aacog"
"1165","551","article","Make Limiting Fluids Easier",NULL,"daaa1a"
"1160","554","article","Coping With The Unknown And Ups & Downs",NULL,"daaa1a"
"1170","545","article","Common Heart Failure Symptoms & What You Can Do",NULL,"daaa1a"
"2","2","badge","Brain Health",NULL,"aaanm"
"214","214","article","Introduction to Aging and Dementia","Brain Health","aaanm"
"1167","556","article","Symptom Tracker For Heart Failure",NULL,"daaa1a"
"353","353","article","Agitation and Anxiety","Brain Health","aaanm"
"1738","835","elearn","Meal Planning for Diabetes",NULL,"psa3"
"1459","728","article","Food Choices For Diabetes",NULL,"psa3"
"1514","754","video","How To Make A Diabetes Kit",NULL,"sourcewise"
"14","14","badge","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom",NULL,"psa3"
"1735","828","elearn","Care Chat: Discussing End Of Life Wishes",NULL,"wisconsin"
"1451","729","article","Diabetes Complications & Care Checklist",NULL,"sourcewise"
"1459","727","article","Food Choices For Diabetes",NULL,"sourcewise"
"1738","833","elearn","Meal Planning for Diabetes",NULL,"sourcewise"
"1260","602","video","Care Partnering vs. Caregiving For Dementia",NULL,"aacog"
"1728","824","elearn","Try It Out: Caring For Yourself",NULL,"aacog"
"1746","836","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"wisconsin"
"1509","755","video","Teepa Snow: Care Partnering vs. Caregiving",NULL,"aacog"
"1743","838","elearn","Reduce Fatigue By Conserving Energy",NULL,"sourcewise"
"1359","655","article","Normal Vs. Not Normal: Lung Health",NULL,"dayton"
"1360","656","article","SOS for SOB",NULL,"dayton"
"1742","833","elearn","Try It Out: Completing Skin Checks",NULL,"wisconsin"
"1725","819","elearn","Encourage Physical Activity",NULL,"seniorresources"
"1574","799","article","Our 12 Favorite Affirmations For Parents",NULL,"region9aaa"
"1741","837","elearn","Meal Planning a Heart Healthy Diet",NULL,"daaa1a"
"1571","796","article","How To Reduce Your Mental Load (& Still Get Everything Done)",NULL,"ageoptions"
"1574","799","article","Our 12 Favorite Affirmations For Parents",NULL,"ageoptions"
"1736","834","elearn","Try It Out: Handling Resistance To Showering",NULL,"kaiser_demo"
"1122","513","article","Dentures",NULL,"kaiser_demo"
"1266","607","video","Different Types Of Dementia",NULL,"psa3"
"3","3","badge","Dementia Expert",NULL,"psa3"
"1739","888","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"coaaa"
"1729","820","elearn","Working Caregivers: Making It All Work Out",NULL,"wisconsin"
"1746","849","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"newyork"
"1173","543","article","Heart Failure: What To Expect",NULL,"daaa1a"
"1506","750","video","5 Tips For A Positive Approach To Care",NULL,"daaa1a"
"1169","546","article","Managing Fatigue In Heart Failure",NULL,"daaa1a"
"10","10","badge","Activities & Recreation",NULL,"kaiser_demo"
"334","334","video","Good Morning Stretches","Activities & Recreation","kaiser_demo"
"1768","811","article","Dayton AAA - Resources","Dayton Area Resources","dayton"
"331","331","article","Relax and Unwind Together","Activities & Recreation","kaiser_demo"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","kaiser_demo"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","kaiser_demo"
"316","316","video","Busy Boxes and Rummaging Bins","Activities & Recreation","kaiser_demo"
"1742","840","elearn","Try It Out: Completing Skin Checks",NULL,"kansas"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","kaiser_demo"
"187","187","article","Shaving","Personal Care","kaiser_demo"
"211","211","article","Showering","Personal Care","kaiser_demo"
"1729","835","elearn","Working Caregivers: Making It All Work Out",NULL,"kern"
"1729","862","elearn","Working Caregivers: Making It All Work Out",NULL,"minnesota"
"1137","549","article","3 Skills For Discharge & Transitions",NULL,"beta_superior"
"1261","595","video","Stages of Grief: Dementia Care",NULL,"kalamazoo"
"1767","822","elearn","Area Agency on Aging Region 9 -  Resources","Area Agency on Aging Region 9","aaa9"
"1769","823","elearn","Caring for your loved one but don't know where to start?","Area Agency on Aging Region 9","aaa9"
"1733","826","elearn","Try It Out: Putting First Things First",NULL,"seniorresources"
"1733","846","elearn","Try It Out: Putting First Things First",NULL,"northcarolina"
"1085","488","article","Matching Abilities To Activities",NULL,"sourcewise"
"1733","837","elearn","Try It Out: Putting First Things First",NULL,"newyork"
"1542","773","article","Find Yourself Again",NULL,"newyork"
"1320","639","video","Helping Someone Into The Tub",NULL,"tcoa"
"1114","502","article","Bathing & Showering: The Basics",NULL,"tcoa"
"1314","643","elearn","Home Care Workers: Find A Good Match",NULL,"tcoa"
"1118","506","article","Skin Care",NULL,"tcoa"
"1729","823","elearn","Working Caregivers: Making It All Work Out",NULL,"tcoa"
"1746","851","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"kern"
"1730","823","elearn","Try It Out: Supporting Someone With Depression",NULL,"seniorresources"
"4","4","badge","Personal Care",NULL,"lifetime"
"1430","716","article","What Are ADLs?",NULL,"kaiser_demo"
"1509","749","video","Teepa Snow: Care Partnering vs. Caregiving",NULL,"kaiser_demo"
"1431","717","article","The #1 Mistake Most Caregivers Make",NULL,"kaiser_demo"
"1183","525","article","Caregiver Wellness Blueprint",NULL,"kaiser_demo"
"1728","821","elearn","Try It Out: Caring For Yourself",NULL,"kaiser_demo"
"1436","718","article","Qualities Of A Family Carer",NULL,"kaiser_demo"
"1443","719","elearn","Developing Caregiver Qualities",NULL,"kaiser_demo"
"1506","750","video","5 Tips For A Positive Approach To Care",NULL,"kaiser_demo"
"1437","720","article","Navigating A New Caregiver Role",NULL,"kaiser_demo"
"1438","721","article","Respite Care: FAQ's",NULL,"kaiser_demo"
"1482","748","video","Handling Your Stages Of Grief",NULL,"kaiser_demo"
"1439","722","article","Asking For Help",NULL,"kaiser_demo"
"1440","723","elearn","Trualta Learning List",NULL,"kaiser_demo"
"1738","831","elearn","Meal Planning for Diabetes",NULL,"seniorresources"
"1734","840","elearn","Try It Out: Responding To An Anxiety Attack",NULL,"kern"
"1728","815","elearn","Try It Out: Caring For Yourself",NULL,"seniorresources"
"1733","829","elearn","Try It Out: Putting First Things First",NULL,"daaa1a"
"10","10","badge","Activities & Recreation",NULL,"realservices"
"331","331","article","Relax and Unwind Together","Activities & Recreation","realservices"
"334","334","video","Good Morning Stretches","Activities & Recreation","realservices"
"1744","874","elearn","Preparing for Discharge",NULL,"demo"
"1404","709","article","Mealtime",NULL,"buchanan"
"1514","756","video","How To Make A Diabetes Kit",NULL,"psa3"
"255","255","article","Aging and Nutrition",NULL,"kentucky"
"1739","839","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"nekcoa"
"1333","664","video","Wheelchair To Bed Transfer With A Bigger Person",NULL,"nekcoa"
"1747","843","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"kentucky"
"1557","821","article","Understanding Someone With Mental Illness",NULL,"kentucky"
"1193","535","article","After A Fall: 3 Things To Do",NULL,"buchanan"
"1558","782","article","Will Anxiety Ever Go Away?",NULL,"kentucky"
"1199","541","article","Moving Up & Down The Stairs",NULL,"buchanan"
"1222","572","article","Medications That Increase Falls Risk",NULL,"buchanan"
"53","53","elearn","Moving & Transferring",NULL,"buchanan"
"1143","517","article","Transition To Nursing Home",NULL,"kaiser_demo"
"1169","550","article","Managing Fatigue In Heart Failure",NULL,"nekcoa"
"1168","551","article","Medications For Heart Failure",NULL,"nekcoa"
"1087","491","article","Sensory Activity Ideas",NULL,"kaiser_demo"
"1746","847","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"seagoaaa"
"1737","832","elearn","Try It Out: Encouraging Engagement",NULL,"sjgov"
"1733","863","elearn","Try It Out: Putting First Things First",NULL,"demo"
"1747","843","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"psa3"
"1280","624","article","5 Surprising COPD Facts",NULL,"psa3"
"1281","629","article","How Is COPD Diagnosed?",NULL,"psa3"
"1282","631","article","COPD Stages: What To Expect",NULL,"psa3"
"1283","626","article","Breathing & Coughing Techniques",NULL,"psa3"
"1337","651","video","Teepa Snow: How NOT To Get Hurt",NULL,"nekcoa"
"1167","560","article","Symptom Tracker For Heart Failure",NULL,"nekcoa"
"1592","806","video","Measuring Vital Signs",NULL,"nekcoa"
"1162","552","article","Low Salt Diet Guidelines",NULL,"nekcoa"
"1284","627","article","Flare-Up Signs & Triggers",NULL,"psa3"
"1163","553","article","5 Easy Ways To Reduce Sodium In Recipes",NULL,"nekcoa"
"1164","554","article","Decoding Salt On Food Labels",NULL,"nekcoa"
"1285","630","elearn","COPD Flare-Up Action Plan",NULL,"psa3"
"1279","622","article","Inhalers: 3 Types For COPD",NULL,"psa3"
"1278","621","article","Inhalers: Tips, Types & Techniques",NULL,"psa3"
"1165","555","article","Make Limiting Fluids Easier",NULL,"nekcoa"
"1275","625","article","Home Oxygen FAQs",NULL,"psa3"
"1276","623","article","Home Oxygen: Dos and Don'ts",NULL,"psa3"
"1277","628","article","Does Oxygen Therapy Impact Quality Of Life?",NULL,"psa3"
"1166","556","article","Potassium",NULL,"nekcoa"
"1741","841","elearn","Meal Planning a Heart Healthy Diet",NULL,"nekcoa"
"1159","557","article","What To Say To Someone With Heart Failure",NULL,"nekcoa"
"1743","840","elearn","Reduce Fatigue By Conserving Energy",NULL,"psa3"
"1358","664","article","5 Ways To Support Lung Health",NULL,"psa3"
"1359","666","article","Normal Vs. Not Normal: Lung Health",NULL,"psa3"
"372","366","story","I Lie Because I Love Her",NULL,"lifetime"
"1186","528","article","5 Skills For Mobility & Fall Prevention",NULL,"lifetime"
"1360","667","article","SOS for SOB",NULL,"psa3"
"1594","805","video","CPAP Machines For Sleep",NULL,"psa3"
"1361","668","article","Exercise Is Medicine",NULL,"psa3"
"1362","669","article","Exercise Guidelines: Chronic Lung Conditions",NULL,"psa3"
"1363","665","article","5 Skills For Making Every Activity Easier",NULL,"psa3"
"1364","670","article","50+ Ways To Make Every Day Easier",NULL,"psa3"
"1367","672","article","Lung Health: Fear & Anxiety",NULL,"psa3"
"1742","839","elearn","Try It Out: Completing Skin Checks",NULL,"psa3"
"1313","646","article","3 Ways To Encourage A Shower",NULL,"psa3"
"1116","506","article","Resistance To Showering Or Bathing",NULL,"psa3"
"1114","504","article","Bathing & Showering: The Basics",NULL,"psa3"
"1117","507","article","Bathing In Bed",NULL,"psa3"
"1111","498","article","UTIs: Urinary Tract Infections",NULL,"psa3"
"1315","644","article","What Incontinence Products Should I Choose?",NULL,"psa3"
"1107","501","article","Toileting: The Basics",NULL,"psa3"
"1113","500","article","Changing Your Care Recipient In Bed",NULL,"psa3"
"1161","559","article","Advance Planning Conversations For Heart Failure",NULL,"nekcoa"
"1323","638","video","Dependent Toilet Transfer",NULL,"psa3"
"1322","639","video","Caring For A Male In A Bathroom",NULL,"psa3"
"1321","640","video","Assisted Toilet Transfer & Toileting Tips",NULL,"psa3"
"1325","635","video","Helping With Oral Care: Maximum Assist",NULL,"psa3"
"1344","654","video","Teepa Snow: Caring Is A Team Sport",NULL,"lehigh"
"1317","642","article","How Can I Make The Bathroom Safer?",NULL,"psa3"
"1182","524","article","Our #1 Tip For Preventing Burnout",NULL,"lehigh"
"1045","458","article","How To Find LGBTQ+ Affirming Services",NULL,"lehigh"
"1198","540","article","Bathroom Transfers",NULL,"psa3"
"1326","637","video","Safety In The Bathroom",NULL,"psa3"
"1667","822","elearn","Advocacy In Appointments",NULL,"wellwise"
"1598","814","article","Coordinating Care",NULL,"wellwise"
"1599","812","article","Waiting For A Diagnosis",NULL,"wellwise"
"1600","815","article","Advocating In The Classroom",NULL,"wellwise"
"1597","816","video","IEP Strategies",NULL,"wellwise"
"1601","817","article","The ""Ask First"" Approach",NULL,"wellwise"
"1602","813","article","Accessibility & Participation",NULL,"wellwise"
"1603","818","article","Relationships & Finding Your Community",NULL,"wellwise"
"1567","792","video","Webinar: Grief In Caregiving (During and After)",NULL,"kaiser_demo"
"1029","445","article","LGBTQ+ Advance Care Planning",NULL,"kaiser_demo"
"1746","844","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"kaiser_demo"
"1743","840","elearn","Reduce Fatigue By Conserving Energy",NULL,"kentucky"
"1330","658","video","Sit To Stand Transfer",NULL,"kaiser_demo"
"1259","615","article","Where To Look For Support",NULL,"kentucky"
"1316","643","article","How Do I Help With Oral Care?",NULL,"psa3"
"1122","513","article","Dentures",NULL,"psa3"
"1127","510","video","Oral Care: Removing Dentures",NULL,"psa3"
"1324","636","video","Helping With Oral Care: Minimum Assist",NULL,"psa3"
"1523","789","article","Managing Fluctuating Moods For Bipolar Disorder",NULL,"demo"
"1320","641","video","Helping Someone Into The Tub",NULL,"psa3"
"1118","508","article","Skin Care",NULL,"psa3"
"1342","652","video","Teepa Snow: Intro to Meaningful Activities",NULL,"psa3"
"1079","484","article","Meaningful Activities: 3 Core Skills",NULL,"psa3"
"1083","487","article","Participation In Everyday Activities",NULL,"psa3"
"1081","486","article","4 Ways To Make Activities Easier",NULL,"psa3"
"1080","485","article","Activities For Every Dementia Stage",NULL,"psa3"
"1340","650","video","Common Mistakes With Sensory Activities",NULL,"psa3"
"1087","491","article","Sensory Activity Ideas",NULL,"psa3"
"1739","869","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"demo"
"1341","651","video","Teepa Snow: Sensory Investigation",NULL,"psa3"
"1086","490","article","11 Dementia Friendly Activity Ideas",NULL,"psa3"
"1085","489","article","Matching Abilities To Activities",NULL,"psa3"
"1084","488","article","Tips For Trying New Activities",NULL,"psa3"
"1088","492","article","How To Make Busy Boxes",NULL,"psa3"
"1055","469","article","Activities To Reduce Or Redirect Behaviors",NULL,"psa3"
"1737","833","elearn","Try It Out: Encouraging Engagement",NULL,"psa3"
"1234","591","elearn","Try It Out: Respond To Behavior Changes",NULL,"psa3"
"1067","460","video","Behavior Q&A With Teepa Snow",NULL,"psa3"
"1049","462","article","Sundowning",NULL,"psa3"
"1047","459","article","4 Skills For Behavior Changes",NULL,"psa3"
"1048","461","article","Beatrice’s Story",NULL,"psa3"
"1068","464","video","Recognize & Respond to Agitation",NULL,"psa3"
"1051","465","article","4 Ways To Reduce Agitation",NULL,"psa3"
"1053","467","article","Considerations For Daily Routines",NULL,"psa3"
"1054","468","elearn","Delirium",NULL,"psa3"
"1052","466","article","Disruptions to Routines: Behavior Changes",NULL,"psa3"
"1050","463","article","Tracking Diary: Agitation Triggers",NULL,"psa3"
"1069","472","video","Recognize & Respond to Aggression",NULL,"psa3"
"1057","471","article","4 Ways To Reduce Aggression",NULL,"psa3"
"1058","473","article","Resisting Care",NULL,"psa3"
"1059","474","article","Staying Safe",NULL,"psa3"
"1056","470","article","Trigger Tracking Tool: Aggression",NULL,"psa3"
"1070","477","video","Recognize & Respond to Wandering",NULL,"psa3"
"1739","841","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"seagoaaa"
"1061","476","article","4 Ways To Reduce Wandering",NULL,"psa3"
"1062","478","article","Environmental Modifications For Wandering",NULL,"psa3"
"1063","479","elearn","GPS and Monitoring Devices",NULL,"psa3"
"1060","475","article","Track Wandering To Find Triggers",NULL,"psa3"
"1071","481","video","Recognize & Respond to Apathy",NULL,"psa3"
"1066","483","article","When Others Don’t Think Withdrawing Is A Problem",NULL,"psa3"
"1065","482","article","Activity Ideas For Withdrawing",NULL,"psa3"
"1064","480","article","Early Signs Of Withdrawing",NULL,"psa3"
"1741","838","elearn","Meal Planning a Heart Healthy Diet",NULL,"psa3"
"1106","494","article","4 Skills For Personal Care Tasks",NULL,"psa3"
"1123","493","video","Personal Care Q&A With Teepa Snow",NULL,"psa3"
"1112","499","article","Incontinence",NULL,"psa3"
"1110","497","article","Are You Uncomfortable Helping With Toileting?",NULL,"psa3"
"1109","496","article","Noticing Problems With Toileting",NULL,"psa3"
"1124","495","video","Toileting: Assisting & Cueing",NULL,"psa3"
"1115","505","article","Addressing Bathing Challenges",NULL,"psa3"
"1125","503","video","Showering: Encouragement & Preparation",NULL,"psa3"
"1126","502","video","Showering: Assisting & Cueing",NULL,"psa3"
"1736","832","elearn","Try It Out: Handling Resistance To Showering",NULL,"psa3"
"1119","514","article","Oral Care Checklist",NULL,"psa3"
"1121","512","article","Hands-on Help With Oral Care",NULL,"psa3"
"1120","511","article","Poor Oral Care",NULL,"psa3"
"1128","509","video","Oral Care: Assisting With Tooth Brushing",NULL,"psa3"
"1207","557","elearn","Heart Failure Team: You're In Control",NULL,"psa3"
"1173","543","article","Heart Failure: What To Expect",NULL,"psa3"
"1172","544","elearn","Heart Failure Zones & Signs To Seek Medical Attention",NULL,"psa3"
"1170","545","article","Common Heart Failure Symptoms & What You Can Do",NULL,"psa3"
"1169","546","article","Managing Fatigue In Heart Failure",NULL,"psa3"
"1168","547","article","Medications For Heart Failure",NULL,"psa3"
"1167","556","article","Symptom Tracker For Heart Failure",NULL,"psa3"
"1732","825","elearn","Try It Out: Fixing Communication Disconnects",NULL,"seniorresources"
"1592","803","video","Measuring Vital Signs",NULL,"psa3"
"1533","732","article","3 Types Of Stress In Burnout",NULL,"eaccares"
"1163","549","article","5 Easy Ways To Reduce Sodium In Recipes",NULL,"psa3"
"1164","550","article","Decoding Salt On Food Labels",NULL,"psa3"
"1165","551","article","Make Limiting Fluids Easier",NULL,"psa3"
"1166","552","article","Potassium",NULL,"psa3"
"1159","553","article","What To Say To Someone With Heart Failure",NULL,"psa3"
"1191","533","article","Safety Wear & Devices",NULL,"psa3"
"1338","648","video","Teepa Snow: Intro To Mobility Equipment",NULL,"psa3"
"1192","534","article","Canes, Walkers & Wheelchairs",NULL,"psa3"
"1194","536","article","Easy Exercises To Do At Home",NULL,"psa3"
"1195","537","article","Preventing Bedsores",NULL,"psa3"
"1197","539","article","Bed Transfers",NULL,"psa3"
"1199","541","article","Moving Up & Down The Stairs",NULL,"psa3"
"1771","843","article","Resources at your local CRC","AgeOptions Local Resources","ageoptions"
"1334","659","video","Getting Up From Bed",NULL,"psa3"
"1330","658","video","Sit To Stand Transfer",NULL,"psa3"
"1331","662","video","Sit To Stand With A Bigger Person",NULL,"psa3"
