"portal_user_id","age_range","gender","tags"
"northcarolina-1249","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1735","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health""]"
"coaaa-337","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke""]"
"newyork-1348","46-60","Female","[""Heart Health""]"
"kern-1274","36-45","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Repetition"", ""Resisting Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Work""]"
"northcarolina-1250","NA","NA","[""Parkinson's"", ""Stroke""]"
"kern-1275","36-45","Male","[""Aging"", ""Diabetes"", ""Heart Health""]"
"kern-1276","36-45","Female","[""Bedsores"", ""Doctors"", ""Emotions"", ""Hospice"", ""Hospitals"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Skin"", ""Toileting""]"
"kern-1277","26-35","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"kern-1278","46-60","male","[""Stroke""]"
"newyork-1349","46-60","Female","[""Lung Health""]"
"kern-1279","18-25","Female","[""Diabetes""]"
"trident-308","60+","male","[""Developmental Disabilities"", ""Diabetes""]"
"cumberland-199","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities""]"
"sarpc-314","60+","female","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1350","46-60","Female","[""Aging""]"
"egyptianaaa-201","36-45","Female","[""Aging"", ""Diabetes""]"
"northcarolina-1251","46-60","Female","[""Activities"", ""Aging"", ""Agitation"", ""Boredom"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Medications"", ""Mental Changes"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Repetition"", ""Self-Care"", ""Toileting"", ""Work""]"
"kern-1281","NA","Female","[""Aging""]"
"kern-1282","60+","female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"washington-548","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Driving"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"kern-1283","36-45","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1351","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's""]"
"dayton-752","60+","Female","[""Abuse"", ""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Moving & Transfers"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Toileting"", ""Withdrawing""]"
"kern-1284","26-35","Female","[""Diabetes"", ""Lung Health"", ""Stroke""]"
"newyork-1352","36-45","Female","[""Aging"", ""Developmental Disabilities""]"
"kalamazoo-207","26-35","Female","[""Work""]"
"kalamazoo-208","26-35","female","[""Abuse"", ""Activities"", ""Aging"", ""Anxiety"", ""Boredom"", ""Diabetes"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Withdrawing""]"
"newyork-1353","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"demo-316","26-35","Female","[""Aging""]"
"newyork-1354","26-35","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"wisconsin-1363","60+","Female","[""Dementia & Alzheimer's""]"
"wisconsin-1364","60+","NA","[""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Future Planning"", ""Medications"", ""Power of Attorney"", ""Resisting Care""]"
"wisconsin-1365","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"wisconsin-1366","46-60","Female","[""Dementia & Alzheimer's""]"
"northcarolina-1252","60+","Male","[""Dementia & Alzheimer's""]"
"northcarolina-1253","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Raising Grandchildren""]"
"newyork-1355","60+","Female","[""Aging""]"
"aaa7-397","46-60","male","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hospice"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"sourcewise-272","60+","Male","[""Dementia & Alzheimer's"", ""Fraud & Scams"", ""Hospice"", ""Parkinson's""]"
"northcarolina-1254","36-45","female","[""Activities"", ""Aging"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin"", ""Stroke"", ""Withdrawing"", ""Work""]"
"aaa7-398","60+","Male","[""Dementia & Alzheimer's"", ""Heart Health""]"
"tcoa-374","60+","Male","[""Dementia & Alzheimer's""]"
"aaa7-399","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Falls"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Skin"", ""Stroke"", ""UTIs"", ""Work""]"
"northcarolina-1256","46-60","Female","[""Dementia & Alzheimer's"", ""Diabetes"", ""Heart Health"", ""Stroke""]"
"buchanan-228","46-60","Male","[""Dementia & Alzheimer's""]"
"wisconsin-1367","46-60","female","[""Aging"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Emotions"", ""Future Planning"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Pain"", ""Physical Changes"", ""Relationships"", ""Self-Care"", ""Withdrawing""]"
"beas-311","46-60","male","[""Dementia & Alzheimer's"", ""Parkinson's""]"
"newyork-1356","60+","Male","[""Aging"", ""Heart Health""]"
"newyork-1357","46-60","Female","[""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Mental Changes"", ""Resisting Care""]"
"kern-1286","46-60","Female","[""Activities"", ""Aging"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Loneliness"", ""Mobility"", ""Power of Attorney"", ""Relationships"", ""Skin"", ""Wandering""]"
"cmpdd-272","46-60","Female","[""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin"", ""Withdrawing""]"
"aaa7-400","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Parkinson's""]"
"phoenix-412","60+","Female","[""Dementia & Alzheimer's"", ""Parkinson's""]"
"northcarolina-1257","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Heart Health""]"
"lehigh-204","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"northcarolina-1258","26-35","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Stroke""]"
"wisconsin-1368","46-60","Female","[""Aging"", ""Bathing"", ""Bedsores"", ""Diabetes"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Parkinson's"", ""Physical Changes"", ""Skin"", ""Toileting"", ""UTIs""]"
"scacog-201","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes""]"
"egyptianaaa-208","46-60","Female","[""Pain""]"
"kern-1287","46-60","female","[""Anxiety"", ""Bathing"", ""Developmental Disabilities"", ""Dressing"", ""Mealtime"", ""Medications"", ""Oral Care"", ""Repetition"", ""Self-Care"", ""Toileting""]"
"wellwise-388","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"wisconsin-1369","46-60","Female","[""Aging"", ""Diabetes"", ""Heart Health"", ""Stroke""]"
"kern-1288","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"psa3-199","46-60","male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"northcarolina-1259","46-60","Female","[""Dementia & Alzheimer's""]"
"newyork-1358","46-60","Female","[""Dementia & Alzheimer's""]"
"buchanan-229","46-60","female","[""Aging"", ""Diabetes"", ""Heart Health""]"
"buchanan-230","36-45","female","[""Activities"", ""Aging"", ""Agitation"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Local Resources"", ""Lung Health"", ""Mealtime"", ""Mental Changes"", ""Physical Changes"", ""Stroke""]"
"newyork-1359","26-35","Male","[""Aging"", ""Diabetes"", ""Stroke""]"
"esmv-383","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Future Planning"", ""Local Resources"", ""Relationships"", ""Self-Care""]"
"esmv-384","60+","female","[""Aggression"", ""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Developmental Disabilities"", ""Dressing"", ""Local Resources"", ""Loneliness"", ""Medications"", ""Moving & Transfers"", ""Oral Care"", ""Prescriptions"", ""Repetition"", ""Self-Care"", ""Skin""]"
"newyork-1360","60+","Female","[""Aging"", ""Diabetes"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Lung Health"", ""Raising Grandchildren""]"
"kern-1289","46-60","female","[""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Irritability"", ""Repetition"", ""Wandering"", ""Withdrawing""]"
"newyork-1361","18-25","Male","[""Aging""]"
"wisconsin-1370","46-60","Male","[""Agitation"", ""Anxiety"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Falls"", ""Future Planning"", ""Irritability"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Relationships""]"
"buchanan-231","46-60","Female","[""Aging"", ""Diabetes"", ""Heart Health"", ""Lung Health""]"
"pgcsc-289","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke""]"
"newyork-1362","60+","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"buchanan-232","60+","Female","[""Aging"", ""Boredom"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Lung Health"", ""Physical Changes""]"
"buchanan-233","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Lung Health"", ""Stroke""]"
"kalamazoo-210","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Parkinson's""]"
"newyork-1363","46-60","NA","[""Aging""]"
"buchanan-234","18-25","male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"buchanan-235","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Parkinson's""]"
"kalamazoo-211","26-35","Female","[""Power of Attorney"", ""Resisting Care""]"
"beas-312","60+","male","[""Dementia & Alzheimer's""]"
"dayton-753","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1364","36-45","Female","[""Aging""]"
"newyork-1365","26-35","Female","[""Dementia & Alzheimer's""]"
"northcarolina-1260","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"wisconsin-1371","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"northcarolina-1261","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"scacog-202","60+","male","[""Aging"", ""Dementia & Alzheimer's"", ""Stroke""]"
"northcarolina-1262","60+","Female","[""Dementia & Alzheimer's""]"
"wellwise-389","60+","Male","[""Dementia & Alzheimer's""]"
"minnesota-519","60+","Female","[""Developmental Disabilities"", ""Diabetes"", ""Lung Health"", ""Raising Grandchildren""]"
"sarpc-315","36-45","male","[""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Medications"", ""Mental Changes"", ""Wandering""]"
"kern-1290","46-60","Female","[""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke""]"
"kern-1291","46-60","female","[""Developmental Disabilities""]"
"seniorresources-304","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"smpdd-270","60+","male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"smpdd-271","18-25","male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"dayton-754","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Stroke""]"
"aaa7-401","26-35","male","[""Dementia & Alzheimer's""]"
"aaa7-402","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes""]"
"pgcsc-290","60+","female","[""Activities"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Lung Health"", ""Relationships"", ""Self-Care""]"
"buchanan-236","46-60","Female","[""Diabetes"", ""Heart Health"", ""Lung Health""]"
"hoco-390","60+","Female","[""Dementia & Alzheimer's""]"
"newyork-1366","36-45","Female","[""Aging"", ""Heart Health"", ""Stroke""]"
"wisconsin-1372","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"phoenix-414","60+","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Heart Health"", ""Parkinson's""]"
"hoco-391","60+","Female","[""Dementia & Alzheimer's""]"
"newyork-1367","36-45","Female","[""Dementia & Alzheimer's"", ""Lung Health"", ""Stroke""]"
"northcarolina-1263","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"kern-1292","60+","Female","[""Developmental Disabilities""]"
"coaaa-339","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes""]"
"minnesota-520","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Parkinson's"", ""Stroke""]"
"newyork-1368","60+","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"kern-1293","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1370","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"kern-1294","46-60","Female","[""Aging""]"
"kern-1295","26-35","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"kern-1296","46-60","Male","[""Diabetes"", ""Stroke""]"
"kern-1297","46-60","female","[""Activities"", ""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Raising Grandchildren"", ""Stroke"", ""Toileting""]"
"northcarolina-1264","46-60","Female","[""Aging"", ""Developmental Disabilities"", ""Diabetes""]"
"newyork-1371","26-35","Female","[""Heart Health""]"
"wisconsin-1373","60+","male","[""Anger"", ""Dementia & Alzheimer's"", ""Dressing"", ""Irritability""]"
"wisconsin-1374","60+","Male","[""Dementia & Alzheimer's""]"
"wellwise-390","36-45","female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"kern-1298","46-60","Female","[""Aging""]"
"dayton-755","60+","Female","[""Aging"", ""Mealtime"", ""Medications""]"
"newyork-1372","36-45","Female","[""Aging""]"
"newyork-1373","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1374","60+","Female","[""Dementia & Alzheimer's"", ""Heart Health"", ""Stroke""]"
"newyork-1375","18-25","female","[""Developmental Disabilities""]"
"newyork-1376","60+","female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Toileting"", ""UTIs""]"
"kern-1299","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1777","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"dayton-756","60+","Female","[""Dementia & Alzheimer's""]"
"northcarolina-1265","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Local Resources""]"
"cmpdd-273","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke""]"
"wellwise-391","36-45","female","[""Aging"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Stroke""]"
"northcarolina-1266","26-35","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Stroke""]"
"newyork-1377","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Diabetes""]"
"newyork-1378","26-35","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"buchanan-237","18-25","Female","[""Aging"", ""Heart Health"", ""Lung Health"", ""Raising Grandchildren""]"
"buchanan-238","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health""]"
"egyptianaaa-214","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Stroke""]"
"phoenix-415","46-60","Female","[""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Dressing"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Power of Attorney"", ""Self-Care""]"
"minnesota-521","60+","Female","[""Dementia & Alzheimer's""]"
"kern-1300","26-35","female","[""Developmental Disabilities""]"
"scacog-203","18-25","female","[""Aging"", ""Dementia & Alzheimer's""]"
"wisconsin-1375","46-60","Female","[""Dementia & Alzheimer's""]"
"kern-1301","36-45","female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1381","46-60","Female","[""Aging""]"
"scacog-204","46-60","male","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1382","60+","Female","[""Aging"", ""Diabetes"", ""Parkinson's"", ""Stroke""]"
"kern-1302","26-35","Female","[""Aging""]"
"northcarolina-1268","60+","female","[""Aging"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Local Resources"", ""Medications"", ""Mental Changes"", ""Oral Care"", ""Physical Changes"", ""Relationships"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"northcarolina-1269","18-25","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1383","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Parkinson's"", ""Stroke""]"
"newyork-1384","60+","Female","[""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes""]"
"sourcewise-273","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"washington-549","60+","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"newyork-1385","46-60","Female","[""Developmental Disabilities"", ""Lung Health""]"
"kern-1303","46-60","female","[""Abuse"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Kidney Disease"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"kern-1304","60+","Female","[""Aging"", ""Heart Health"", ""Raising Grandchildren""]"
"newyork-1386","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Heart Health""]"
"wellwise-392","36-45","male","[""Aging"", ""Developmental Disabilities""]"
"dayton-757","36-45","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"ccsn-394","26-35","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"aaa7-403","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Lung Health""]"
"baycrest-299","46-60","Female","[""Dementia & Alzheimer's""]"
"northcarolina-1270","46-60","Female","[""Diabetes"", ""Heart Health""]"
"trident-309","18-25","male","[""Aging"", ""Dementia & Alzheimer's""]"
"minnesota-522","26-35","Female","[""Aging"", ""Heart Health""]"
"newyork-1387","46-60","Female","[""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Dressing"", ""Oral Care"", ""Toileting""]"
"newyork-1388","18-25","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Lung Health"", ""Parkinson's""]"
"newyork-1389","36-45","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"newyork-1390","36-45","Female","[""Aging"", ""Heart Health"", ""Stroke""]"
"buchanan-239","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"smpdd-272","46-60","male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"phoenix-416","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
"sourcewise-274","60+","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Loneliness""]"
"phoenix-417","60+","Female","[""Dementia & Alzheimer's""]"
"smpdd-273","60+","Female","[""Aging"", ""Diabetes"", ""Heart Health""]"
"kern-1305","26-35","Female","[""Stroke""]"
"dayton-758","46-60","Female","[""Aging"", ""Dementia & Alzheimer's""]"
